#Digilent WaveForms Oscilloscope Acquisition
#Device Name: DiscoveryStudio
#Serial Number: SN:210384AC9618
#Date Time: 2025-07-01 14:57:56.089
#Sample rate: 80000Hz
#Samples: 8192
#Trigger: Source: Wavegen C1 Condition: Rising
#Channel 1: Range: 500 mV/div Offset: 0 V Sample Mode: Average
#Channel 2: Range: 500 mV/div Offset: -100 mV Sample Mode: Average
#Wavegen Channel 1: Enabled
#Mode: Simple
#Type: RampUp
#Frequency: 9.8 Hz
#Period: 102.0408163 ms
#Amplitude: 1.75 V
#Offset: 1.25 V
#Symmetry: 100 %
#Phase: 0 °

Time (s),Channel 1 (V),Channel 2 (V)
-0.0012,2.190871598223373,0.652454396337079
-0.001187499999999994,2.191209980673929,0.6527912140708956
-0.001174999999999995,2.191886745575039,0.6527912140708956
-0.001162499999999997,2.191886745575039,0.6527912140708956
-0.001149999999999998,2.192225128025594,0.652454396337079
-0.0011375,2.19324027537726,0.6527912140708956
-0.001124999999999994,2.193917040278371,0.6527912140708956
-0.001112499999999995,2.193917040278371,0.6527912140708956
-0.001099999999999997,2.194255422728926,0.652454396337079
-0.001087499999999998,2.194255422728926,0.6527912140708956
-0.001075,2.195270570080592,0.6527912140708956
-0.001062499999999994,2.195608952531148,0.6527912140708956
-0.001049999999999995,2.196285717432258,0.6527912140708956
-0.001037499999999997,2.196624099882813,0.6527912140708956
-0.001024999999999998,2.196962482333369,0.6527912140708956
-0.0010125,2.197639247234479,0.6527912140708956
-0.0009999999999999939,2.19831601213559,0.6527912140708956
-0.0009874999999999953,2.198654394586145,0.6527912140708956
-0.0009749999999999967,2.197977629685035,0.6527912140708956
-0.0009624999999999981,2.19831601213559,0.6527912140708956
-0.0009499999999999995,2.198654394586145,0.6531280318047119
-0.0009374999999999939,2.198992777036701,0.6527912140708956
-0.0009249999999999953,2.199331159487256,0.6527912140708956
-0.0009124999999999966,2.200684689289477,0.6527912140708956
-0.000899999999999998,2.200684689289477,0.6527912140708956
-0.0008874999999999994,2.201023071740033,0.6527912140708956
-0.0008749999999999938,2.201361454190588,0.6527912140708956
-0.0008624999999999952,2.201699836641143,0.6527912140708956
-0.0008499999999999966,2.202714983992809,0.6527912140708956
-0.000837499999999998,2.202714983992809,0.6527912140708956
-0.0008249999999999993,2.20339174889392,0.6527912140708956
-0.0008124999999999938,2.20339174889392,0.6527912140708956
-0.0007999999999999952,2.204406896245586,0.6527912140708956
-0.0007874999999999965,2.204406896245586,0.6531280318047119
-0.0007749999999999979,2.205083661146697,0.6527912140708956
-0.0007624999999999993,2.205422043597252,0.6527912140708956
-0.0007500000000000007,2.205422043597252,0.6527912140708956
-0.0007374999999999951,2.205760426047807,0.6527912140708956
-0.0007249999999999965,2.206098808498362,0.6531280318047119
-0.0007124999999999979,2.206775573399473,0.6527912140708956
-0.0006999999999999992,2.207113955850028,0.6527912140708956
-0.0006875000000000006,2.208467485652249,0.6531280318047118
-0.000674999999999995,2.20846748565225,0.6527912140708956
-0.0006624999999999964,2.20846748565225,0.6531280318047119
-0.0006499999999999978,2.20914425055336,0.6531280318047119
-0.0006374999999999992,2.209482633003915,0.6527912140708956
-0.0006250000000000006,2.209821015454471,0.6531280318047118
-0.000612499999999995,2.209482633003915,0.6531280318047119
-0.0005999999999999964,2.211174545256692,0.6527912140708956
-0.0005874999999999977,2.210836162806137,0.6531280318047119
-0.0005749999999999991,2.211512927707247,0.6531280318047119
-0.0005625000000000005,2.211174545256692,0.6527912140708957
-0.0005499999999999949,2.211174545256692,0.6527912140708956
-0.0005374999999999963,2.211851310157803,0.6531280318047119
-0.0005249999999999977,2.212189692608358,0.6527912140708956
-0.0005124999999999991,2.212866457509469,0.6527912140708956
-0.0005000000000000004,2.213204839960024,0.6531280318047118
-0.0004874999999999949,2.21421998731169,0.6531280318047119
-0.0004749999999999963,2.213881604861135,0.6527912140708956
-0.0004624999999999976,2.21421998731169,0.6531280318047119
-0.000449999999999999,2.2148967522128,0.6531280318047119
-0.0004375000000000004,2.215573517113911,0.6531280318047119
-0.0004249999999999948,2.215911899564467,0.6531280318047119
-0.0004124999999999962,2.216250282015022,0.6531280318047119
-0.0003999999999999976,2.216588664465577,0.6531280318047119
-0.000387499999999999,2.216927046916132,0.6531280318047119
-0.0003750000000000003,2.217942194267798,0.6531280318047119
-0.0003624999999999948,2.218280576718354,0.6531280318047119
-0.0003499999999999961,2.218280576718354,0.6531280318047119
-0.0003374999999999975,2.218618959168909,0.6534648495385282
-0.0003249999999999989,2.218618959168909,0.6531280318047119
-0.0003125000000000003,2.218957341619464,0.6531280318047119
-0.0002999999999999947,2.21929572407002,0.6534648495385282
-0.0002874999999999961,2.220310871421686,0.6531280318047119
-0.0002749999999999975,2.220310871421686,0.6534648495385282
-0.0002624999999999988,2.220649253872241,0.6531280318047119
-0.0002500000000000002,2.220987636322796,0.6531280318047119
-0.0002374999999999947,2.221664401223907,0.6534648495385282
-0.000224999999999996,2.222341166125017,0.6531280318047119
-0.0002124999999999974,2.222679548575573,0.6531280318047119
-0.0001999999999999988,2.223694695927239,0.6534648495385282
-0.0001875000000000002,2.223356313476684,0.6534648495385282
-0.0001749999999999946,2.224371460828349,0.6531280318047119
-0.000162499999999996,2.224709843278905,0.6534648495385282
-0.0001499999999999974,2.225386608180016,0.6531280318047119
-0.0001374999999999987,2.225724990630571,0.6534648495385282
-0.0001250000000000001,2.225724990630571,0.6534648495385282
-0.0001124999999999945,2.226063373081126,0.6534648495385282
-9.999999999999593e-05,2.225724990630571,0.6534648495385282
-8.74999999999973e-05,2.226401755531681,0.6534648495385282
-7.499999999999868e-05,2.226401755531681,0.6534648495385282
-6.250000000000006e-05,2.228093667784458,0.6534648495385282
-4.999999999999449e-05,2.227755285333903,0.6534648495385282
-3.749999999999587e-05,2.228432050235013,0.6534648495385282
-2.499999999999725e-05,2.228770432685569,0.6534648495385282
-1.249999999999862e-05,0.9730331586747852,0.01384797302122046
0,-0.006584035682859148,-0.5136085981352323
1.250000000000556e-05,-0.004553740979527243,-0.512261327199967
2.500000000000419e-05,-0.00353859362786129,-0.5112508739985178
3.750000000000281e-05,-0.002861828726750655,-0.5102404207970686
5.000000000000143e-05,-0.002523446276195337,-0.5099036030632522
6.250000000000006e-05,-0.00218506382564002,-0.5095667853294359
7.500000000000562e-05,-0.002523446276195337,-0.508893149861803
8.750000000000424e-05,-0.00218506382564002,-0.5082195143941703
0.0001000000000000029,-0.002523446276195337,-0.5075458789265375
0.0001125000000000015,-0.002523446276195337,-0.5072090611927211
0.0001250000000000001,-0.002523446276195337,-0.5068722434589048
0.0001375000000000057,-0.002523446276195183,-0.5068722434589041
0.0001500000000000043,-0.00218506382564002,-0.5055249725236393
0.0001625000000000029,-0.00218506382564002,-0.5055249725236393
0.0001750000000000015,-0.002523446276195337,-0.5048513370560066
0.0001875000000000002,-0.00218506382564002,-0.5048513370560066
0.0002000000000000057,-0.002185063825640174,-0.5045145193221899
0.0002125000000000044,-0.002523446276195337,-0.5041777015883737
